timestamp,nb_matches
1603266599.4103959,0
1603266599.5112638,665
1603266599.6121268,632
1603266599.7129686,643
1603266599.813848,647
1603266599.914728,654
1603266600.0156069,662
1603266600.116487,658
1603266600.217315,692
1603266600.318218,732
1603266600.4190938,701
1603266600.5199618,688
1603266600.6208248,717
1603266600.721668,717
1603266600.8225338,772
1603266600.923404,764
1603266601.0243149,827
1603266601.125181,812
1603266601.226059,841
1603266601.326953,934
1603266601.4277909,903
1603266601.5286632,872
1603266601.629516,965
1603266601.730383,996
1603266601.831279,997
1603266601.9321449,1046
1603266602.033012,1061
1603266602.133939,1043
1603266602.234755,1022
1603266602.3356268,1107
1603266602.4364948,1122
1603266602.537387,1117
1603266602.638267,1100
1603266602.73914,1160
1603266602.840009,1108
1603266602.940868,1117
1603266603.0417168,1138
1603266603.142592,1185
1603266603.243465,1117
1603266603.3442988,1103
1603266603.445243,1120
1603266603.5460699,1099
1603266603.6469479,1108
1603266603.7478127,1169
1603266603.848775,1139
1603266603.949559,1141
1603266604.050444,1176
1603266604.151299,1185
1603266604.252137,1157
1603266604.353039,1144
1603266604.453908,1151
1603266604.5547903,1142
1603266604.655639,1153
1603266604.756522,1154
1603266604.857384,1209
1603266604.9582598,1178
1603266605.0590959,1210
1603266605.160054,1199
1603266605.260846,1192
1603266605.361716,1150
1603266605.4625869,1140
1603266605.563534,1217
1603266605.66432,1169
1603266605.76519,1213
1603266605.8660629,1200
1603266605.9669359,1193
1603266606.067808,1256
1603266606.168678,1233
1603266606.2695498,1273
1603266606.370421,1268
1603266606.471292,1234
1603266606.572167,1232
1603266606.673038,1289
1603266606.773902,1292
1603266606.874805,1256
1603266606.975646,1256
1603266607.076514,1292
1603266607.1773908,1275
1603266607.278262,1232
1603266607.379137,1240
1603266607.480001,1231
1603266607.580874,1200
1603266607.681749,1206
1603266607.7826169,1230
1603266607.883486,1325
1603266607.984356,1260
1603266608.085224,1267
1603266608.186102,1252
1603266608.287009,1204
1603266608.387842,1228
1603266608.488719,1247
1603266608.5896237,1301
1603266608.690465,1275
1603266608.791328,1233
1603266608.892195,1242
1603266608.993074,1269
1603266609.093947,1294
1603266609.194819,1281
1603266609.2956939,1278
1603266609.39656,1244
1603266609.497429,1199
1603266609.5983,1279
1603266609.699175,1313
1603266609.800051,1295
1603266609.900918,1253
1603266610.001809,1356
1603266610.1026518,1336
1603266610.2035198,1310
1603266610.304396,1331
1603266610.405293,1298
1603266610.506162,1276
1603266610.607012,1287
1603266610.70797,1285
1603266610.808758,1275
1603266610.909636,1325
1603266611.010509,1329
1603266611.111395,1301
1603266611.212252,1316
1603266611.313112,1332
1603266611.414077,1290
1603266611.514849,1300
1603266611.615749,1328
1603266611.71662,1368
1603266611.817479,1338
1603266611.918346,1401
1603266612.019202,1368
1603266612.120074,1384
1603266612.2209918,1359
1603266612.3218548,1386
1603266612.422693,1447
1603266612.523566,1399
1603266612.624446,1370
1603266612.725307,1418
1603266612.8261778,1419
1603266612.9270558,1427
1603266613.027952,1440
1603266613.1288018,1403
1603266613.229676,1368
1603266613.330535,1403
1603266613.4314098,1392
1603266613.532285,1359
1603266613.633162,1401
1603266613.734025,1418
1603266613.8349168,1357
1603266613.935775,1369
1603266614.036654,1358
1603266614.137522,1370
1603266614.2383919,1384
1603266614.3392682,1385
1603266614.4401388,1416
1603266614.5410078,1457
1603266614.641873,1397
1603266614.742745,1409
1603266614.843622,1392
1603266614.944489,1433
1603266615.045357,1398
1603266615.146231,1420
1603266615.247109,1432
1603266615.3479838,1452
1603266615.4488468,1460
1603266615.549722,1467
1603266615.650591,1498
1603266615.751458,1481
1603266615.8523378,1514
1603266615.953209,1500
1603266616.05408,1524
1603266616.154953,1481
1603266616.255848,1496
1603266616.356691,1508
1603266616.457568,1507
1603266616.558466,1481
1603266616.659335,1520
1603266616.76018,1536
1603266616.861047,1546
1603266616.961947,1535
1603266617.0627918,1497
1603266617.163693,1503
1603266617.264567,1507
1603266617.3654358,1516
1603266617.4663079,1529
1603266617.567153,1528
1603266617.6680589,1507
1603266617.7688956,1505
1603266617.869781,1507
1603266617.970651,1486
1603266618.071517,1480
1603266618.172392,1499
1603266618.273283,1505
1603266618.3741398,1469
1603266618.4750097,1472
1603266618.5758839,1496
1603266618.676755,1490
1603266618.7776248,1424
1603266618.878489,1439
1603266618.979367,1396
1603266619.0802379,1458
1603266619.1811168,1431
1603266619.281983,1446
1603266619.3828568,1443
1603266619.483728,1437
1603266619.5845978,1486
1603266619.685479,1442
1603266619.786351,1392
1603266619.8872309,1352
1603266619.988092,1391
1603266620.0889668,1384
1603266620.1898348,1398
1603266620.290721,1442
1603266620.391577,1460
1603266620.4924512,1383
1603266620.5933259,1405
1603266620.6941981,1412
1603266620.7950659,1378
1603266620.8959439,1448
1603266620.9968216,1404
1603266621.097699,1444
1603266621.198552,1381
1603266621.2994308,1357
1603266621.400303,1400
1603266621.5011759,1440
1603266621.602048,1380
1603266621.702926,1326
1603266621.803784,1388
1603266621.904661,1376
1603266622.005537,1356
1603266622.106409,1386
1603266622.2072868,1396
1603266622.308157,1330
1603266622.4090269,1319
1603266622.509928,1334
1603266622.6107879,1291
1603266622.7116408,1297
1603266622.812517,1303
1603266622.913395,1308
1603266623.0142598,1282
1603266623.1151268,1325
1603266623.216006,1260
1603266623.316879,1268
1603266623.417749,1259
1603266623.518621,1271
1603266623.619489,1233
1603266623.7203698,1207
1603266623.8212988,1224
1603266623.922113,1226
1603266624.0229828,1219
1603266624.123859,1293
