timestamp,computation_time
1603266599.914728,0.00453520892187953
1603266600.0156069,0.014511685818433762
1603266600.116487,0.013042409904301167
1603266600.217315,0.012320635840296745
1603266600.318218,0.01387648843228817
1603266600.4190938,0.0239946860820055
1603266600.5199618,0.025744058191776276
1603266600.6208248,0.015992311760783195
1603266600.721668,0.02419271320104599
1603266600.8225338,0.026929646730422974
1603266600.923404,0.01579027809202671
1603266601.0243149,0.016124017536640167
1603266601.125181,0.01555149257183075
1603266601.226059,0.01870485208928585
1603266601.326953,0.018086548894643784
1603266601.4277909,0.02450801618397236
1603266601.5286632,0.019346019253134727
1603266601.629516,0.017943425104022026
1603266601.730383,0.01785130240023136
1603266601.831279,0.02324639819562435
1603266601.9321449,0.016575805842876434
1603266602.033012,0.017013903707265854
1603266602.133939,0.017194898799061775
1603266602.234755,0.015703927725553513
1603266602.3356268,0.017763378098607063
1603266602.4364948,0.02469310164451599
1603266602.537387,0.028957825154066086
1603266602.638267,0.02772042155265808
1603266602.73914,0.03170568123459816
1603266602.840009,0.035283297300338745
1603266602.940868,0.03547024726867676
1603266603.0417168,0.04467807337641716
1603266603.142592,0.016514433547854424
1603266603.243465,0.03981839120388031
1603266603.3442988,0.029855556786060333
1603266603.445243,0.0338483490049839
1603266603.5460699,0.03239262104034424
1603266603.6469479,0.021002821624279022
1603266603.7478127,0.03168950229883194
1603266603.848775,0.022185571491718292
1603266603.949559,0.03452678769826889
1603266604.050444,0.017305925488471985
1603266604.151299,0.03179490938782692
1603266604.252137,0.03209879621863365
1603266604.353039,0.021045450121164322
1603266604.453908,0.03345329314470291
1603266604.5547903,0.021144535392522812
1603266604.655639,0.017657296732068062
1603266604.756522,0.01841774955391884
1603266604.857384,0.01910250447690487
1603266604.9582598,0.01886841282248497
1603266605.0590959,0.019323037937283516
1603266605.160054,0.02059752680361271
1603266605.260846,0.0169631727039814
1603266605.361716,0.019138917326927185
1603266605.4625869,0.0173729807138443
1603266605.563534,0.017460409551858902
1603266605.66432,0.0210255216807127
1603266605.76519,0.019670801237225533
1603266605.8660629,0.021499445661902428
1603266605.9669359,0.02469595894217491
1603266606.067808,0.024338221177458763
1603266606.168678,0.017951475456357002
1603266606.2695498,0.01993447169661522
1603266606.370421,0.02804403007030487
1603266606.471292,0.022051356732845306
1603266606.572167,0.019200047478079796
1603266606.673038,0.02165786549448967
1603266606.773902,0.03501097112894058
1603266606.874805,0.018232975155115128
1603266606.975646,0.03655025362968445
1603266607.076514,0.019827963784337044
1603266607.1773908,0.026822984218597412
1603266607.278262,0.01764613762497902
1603266607.379137,0.021468818187713623
1603266607.480001,0.018315279856324196
1603266607.580874,0.0315173901617527
