timestamp,overlap
1603266599.4103959,1.0
1603266599.5112638,0.35292312502861023
1603266599.6121268,0.35164380073547363
1603266599.7129686,0.32800471782684326
1603266599.813848,0.33348292112350464
1603266599.914728,0.391094446182251
1603266600.0156069,0.3853825628757477
1603266600.116487,0.22532974183559418
1603266600.217315,0.22864533960819244
1603266600.318218,0.2576722502708435
1603266600.4190938,0.21733537316322327
1603266600.5199618,0.19998031854629517
1603266600.6208248,0.2390771210193634
1603266600.721668,0.2193560153245926
1603266600.8225338,0.20956628024578094
1603266600.923404,0.27526718378067017
1603266601.0243149,0.24827782809734344
1603266601.125181,0.2340509295463562
1603266601.226059,0.27462828159332275
1603266601.326953,0.2512073814868927
1603266601.4277909,0.2292446494102478
1603266601.5286632,0.26099783182144165
1603266601.629516,0.2510626018047333
1603266601.730383,0.2445649355649948
1603266601.831279,0.26592597365379333
1603266601.9321449,0.25797736644744873
1603266602.033012,0.26032763719558716
1603266602.133939,0.2913241684436798
1603266602.234755,0.2633815407752991
1603266602.3356268,0.2524681091308594
1603266602.4364948,0.25108063220977783
1603266602.537387,0.29715895652770996
1603266602.638267,0.2670634388923645
1603266602.73914,0.27418452501296997
1603266602.840009,0.2799593508243561
1603266602.940868,0.29143285751342773
1603266603.0417168,0.2668118476867676
1603266603.142592,0.2669622600078583
1603266603.243465,0.26883333921432495
1603266603.3442988,0.2810975909233093
1603266603.445243,0.26138147711753845
1603266603.5460699,0.2625081539154053
1603266603.6469479,0.2750351130962372
1603266603.7478127,0.2592587172985077
1603266603.848775,0.26020878553390503
1603266603.949559,0.2889161705970764
1603266604.050444,0.26164618134498596
1603266604.151299,0.26430073380470276
1603266604.252137,0.2807338535785675
1603266604.353039,0.26123201847076416
1603266604.453908,0.25414782762527466
1603266604.5547903,0.28604409098625183
1603266604.655639,0.26074615120887756
1603266604.756522,0.25561732053756714
1603266604.857384,0.2838439345359802
1603266604.9582598,0.2643941342830658
1603266605.0590959,0.26151880621910095
1603266605.160054,0.30268776416778564
1603266605.260846,0.2805759608745575
1603266605.361716,0.2748640775680542
