timestamp,std_position_error
1603266598.40169,0.0
1603266598.502579,0.9386687874794006
1603266598.603396,0.34440746903419495
1603266598.7042658,0.34699583053588867
1603266598.8051457,0.7622814178466797
1603266598.906039,0.8261386752128601
1603266599.006903,0.6572390198707581
1603266599.107746,0.7597755193710327
1603266599.208647,0.7320935130119324
1603266599.309517,0.6965764164924622
1603266599.4103959,0.7048434615135193
1603266599.5112638,0.7797656655311584
1603266599.6121268,0.7531505227088928
1603266599.7129686,0.8043826818466187
1603266599.813848,0.8025649189949036
1603266599.914728,0.7844104170799255
1603266600.0156069,0.3612806797027588
1603266600.116487,0.3582744598388672
1603266600.217315,0.3332225978374481
1603266600.318218,0.3382759690284729
1603266600.4190938,0.3624753952026367
1603266600.5199618,0.3040827512741089
1603266600.6208248,0.33426475524902344
1603266600.721668,0.32862457633018494
1603266600.8225338,0.31201547384262085
1603266600.923404,0.30651330947875977
1603266601.0243149,0.2943895757198334
1603266601.125181,0.2864287793636322
1603266601.226059,0.2712650001049042
1603266601.326953,0.27287623286247253
1603266601.4277909,0.2433622181415558
1603266601.5286632,0.26942920684814453
1603266601.629516,0.26802128553390503
1603266601.730383,0.2599942684173584
1603266601.831279,0.25798484683036804
1603266601.9321449,0.2702150344848633
1603266602.033012,0.279224693775177
1603266602.133939,0.24917541444301605
1603266602.234755,0.2614293098449707
1603266602.3356268,0.2506204843521118
1603266602.4364948,0.26215076446533203
1603266602.537387,0.241659015417099
1603266602.638267,0.2438725084066391
1603266602.73914,0.26381340622901917
1603266602.840009,0.2783980667591095
1603266602.940868,0.29752010107040405
1603266603.0417168,0.2639482617378235
1603266603.142592,0.2671861946582794
1603266603.243465,0.32626086473464966
1603266603.3442988,0.2910658121109009
1603266603.445243,0.28432607650756836
1603266603.5460699,0.2845468819141388
1603266603.6469479,0.3109891712665558
1603266603.7478127,0.31633636355400085
1603266603.848775,0.34153032302856445
1603266603.949559,0.3116564154624939
1603266604.050444,0.32177600264549255
1603266604.151299,0.3188161253929138
1603266604.252137,0.33053088188171387
1603266604.353039,0.3636111319065094
1603266604.453908,0.3502301275730133
1603266604.5547903,0.32119396328926086
1603266604.655639,0.30109933018684387
1603266604.756522,0.29156970977783203
1603266604.857384,0.2948267161846161
1603266604.9582598,0.2900742292404175
1603266605.0590959,0.29457592964172363
1603266605.160054,0.3244529962539673
1603266605.260846,0.2859778106212616
1603266605.361716,0.3077893555164337
1603266605.4625869,0.3264540135860443
1603266605.563534,0.27835458517074585
