timestamp,overlap
1603266599.4103959,1.0
1603266599.5112638,0.3412415385246277
1603266599.6121268,0.3401554822921753
1603266599.7129686,0.32842689752578735
1603266599.813848,0.33121156692504883
1603266599.914728,0.38153350353240967
1603266600.0156069,0.33087530732154846
1603266600.116487,0.3456130921840668
1603266600.217315,0.30356302857398987
1603266600.318218,0.2683080732822418
1603266600.4190938,0.23282001912593842
1603266600.5199618,0.1973387748003006
1603266600.6208248,0.19077251851558685
1603266600.721668,0.2291020303964615
1603266600.8225338,0.2235942929983139
1603266600.923404,0.22584687173366547
1603266601.0243149,0.2512121796607971
1603266601.125181,0.243791863322258
1603266601.226059,0.23117609322071075
1603266601.326953,0.24731159210205078
1603266601.4277909,0.23013103008270264
1603266601.5286632,0.230707049369812
1603266601.629516,0.2648317515850067
1603266601.730383,0.24869327247142792
1603266601.831279,0.23820102214813232
1603266601.9321449,0.26788538694381714
1603266602.033012,0.26153215765953064
1603266602.133939,0.2572762966156006
1603266602.234755,0.2852594256401062
1603266602.3356268,0.2659270167350769
1603266602.4364948,0.25816380977630615
1603266602.537387,0.256942480802536
1603266602.638267,0.29055652022361755
1603266602.73914,0.26709306240081787
1603266602.840009,0.26837557554244995
1603266602.940868,0.2638692259788513
1603266603.0417168,0.28811919689178467
1603266603.142592,0.26951730251312256
1603266603.243465,0.26171359419822693
1603266603.3442988,0.2521803081035614
1603266603.445243,0.27359384298324585
1603266603.5460699,0.2548382878303528
1603266603.6469479,0.2568090558052063
1603266603.7478127,0.25251370668411255
1603266603.848775,0.24066096544265747
1603266603.949559,0.23169143497943878
1603266604.050444,0.23748697340488434
1603266604.151299,0.2616652548313141
1603266604.252137,0.23548471927642822
1603266604.353039,0.23258988559246063
1603266604.453908,0.250755250453949
1603266604.5547903,0.24417343735694885
1603266604.655639,0.2312544584274292
1603266604.756522,0.26446110010147095
1603266604.857384,0.2488304227590561
1603266604.9582598,0.2454003542661667
1603266605.0590959,0.28160157799720764
1603266605.160054,0.2630161643028259
1603266605.260846,0.25406360626220703
1603266605.361716,0.284950852394104
1603266605.4625869,0.270559161901474
1603266605.563534,0.264554500579834
