timestamp,computation_time
1603266598.40169,0.00611045490950346
1603266598.502579,0.012622527778148651
1603266598.603396,0.01481652818620205
1603266598.7042658,0.032099008560180664
1603266598.8051457,0.015441099181771278
1603266598.906039,0.031841352581977844
1603266599.006903,0.027578743174672127
1603266599.107746,0.032527096569538116
1603266599.208647,0.01455516554415226
1603266599.309517,0.0271734781563282
1603266599.4103959,0.016637291759252548
1603266599.5112638,0.0307364109903574
1603266599.6121268,0.03306300938129425
1603266599.7129686,0.03314068913459778
1603266599.813848,0.030889242887496948
1603266599.914728,0.029697831720113754
1603266600.0156069,0.023590529337525368
1603266600.116487,0.019066639244556427
1603266600.217315,0.030833691358566284
1603266600.318218,0.016028013080358505
1603266600.4190938,0.030158082023262978
1603266600.5199618,0.030792705714702606
1603266600.6208248,0.030345769599080086
1603266600.721668,0.014051785692572594
1603266600.8225338,0.029224848374724388
1603266600.923404,0.02214631624519825
1603266601.0243149,0.04109719768166542
1603266601.125181,0.021502286195755005
1603266601.226059,0.0245793666690588
1603266601.326953,0.02062632516026497
1603266601.4277909,0.04363126680254936
1603266601.5286632,0.015737120062112808
1603266601.629516,0.03674173355102539
1603266601.730383,0.016484126448631287
1603266601.831279,0.04618477821350098
1603266601.9321449,0.016025912016630173
1603266602.033012,0.03512244671583176
1603266602.133939,0.036796070635318756
1603266602.234755,0.03261208161711693
1603266602.3356268,0.017105404287576675
1603266602.4364948,0.027194440364837646
1603266602.537387,0.028963299468159676
1603266602.638267,0.021813077852129936
1603266602.73914,0.04434727877378464
1603266602.840009,0.031128885224461555
1603266602.940868,0.01966652274131775
1603266603.0417168,0.020314954221248627
1603266603.142592,0.025854583829641342
1603266603.243465,0.04389777407050133
1603266603.3442988,0.03562727943062782
1603266603.445243,0.04082047939300537
1603266603.5460699,0.03905068710446358
1603266603.6469479,0.017251169309020042
1603266603.7478127,0.021255483850836754
1603266603.848775,0.039190344512462616
1603266603.949559,0.027518611401319504
1603266604.050444,0.026712289080023766
1603266604.151299,0.04102850705385208
1603266604.252137,0.04412989690899849
1603266604.353039,0.043711379170417786
1603266604.453908,0.02240900695323944
1603266604.5547903,0.037990134209394455
1603266603.6469479,0.027594488114118576
1603266603.6469479,0.09457375109195709
1603266604.857384,0.027298230677843094
1603266604.9582598,0.0242353156208992
1603266605.0590959,0.05342649295926094
1603266605.160054,0.027506016194820404
1603266605.260846,0.02411261573433876
1603266605.361716,0.04183951020240784
1603266605.4625869,0.02045651525259018
1603266605.563534,0.02722521871328354
